Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,22,15:30,205.65,4,0.02,346.56,445.35,9,0.0195,356.22,908.99,37,0.0407,351.52,467.53,13,0.028,359.7
August,22,16:00,195.88,2,0.0109,353.04,434.63,9,0.0208,376.02,901.02,21,0.0236,350.45,499.4,9,0.0172,365.53
August,22,16:30,185.93,2,0.0109,355.25,416.0,9,0.0225,360.99,860.34,12,0.0139,352.78,472.34,5,0.0114,357.49
August,22,17:00,162.78,2,0.0137,348.96,398.66,9,0.0238,364.74,807.73,11,0.013,348.05,439.2,4,0.0086,372.84
August,22,17:30,141.64,2,0.0146,347.96,369.95,7,0.0201,370.45,734.22,10,0.0134,351.98,400.9,5,0.0122,357.99
August,22,18:00,127.32,2,0.0134,337.91,349.87,9,0.0261,370.57,649.86,8,0.0129,351.35,358.2,3,0.008,354.15
August,22,18:30,103.96,1,0.0134,371.83,301.7,7,0.023,358.74,586.97,6,0.0103,353.32,315.48,3,0.0097,350.84
August,22,19:00,71.99,1,0.0117,376.56,283.67,9,0.0331,360.53,520.71,7,0.0129,342.22,282.52,3,0.0116,355.71
August,22,19:30,51.74,1,0.0113,347.37,241.34,6,0.0238,340.86,454.68,6,0.0127,352.45,253.48,4,0.0159,358.11
August,22,20:00,39.97,1,0.0152,359.9,195.09,7,0.0372,351.5,373.38,8,0.0207,342.93,206.23,4,0.0183,352.58
August,22,20:30,32.64,1,0.0219,322.42,178.34,6,0.0363,361.58,318.39,4,0.0113,338.56,184.41,2,0.0115,338.58
August,22,21:00,22.66,1,0.0265,348.09,153.24,4,0.0251,347.19,268.77,3,0.0098,343.5,149.43,5,0.0316,362.16
August,22,21:30,16.54,0,0.0139,340.43,125.08,4,0.0299,331.52,220.46,2,0.0091,345.72,134.49,3,0.0223,365.67
August,22,22:00,15.37,0,0.0,336.04,88.77,0,0.0,346.63,172.86,0,0.0,339.89,104.64,0,0.0,351.55
August,22,22:30,10.7,0,0.0,401.52,76.12,0,0.0,317.27,137.15,0,0.0,337.23,83.58,0,0.0,343.09
August,22,23:00,7.96,0,0.0,343.9,53.22,0,0.0,333.82,104.59,0,0.0,322.63,64.04,0,0.0,336.41
August,22,23:30,6.13,0,0.0,262.53,44.5,0,0.0,328.87,81.89,0,0.0,299.68,50.08,0,0.0,333.61
August,23,0:00,5.6,0,0.0,415.08,34.88,0,0.0,317.29,62.01,0,0.0,336.13,39.15,0,0.0,348.53
August,23,0:30,4.66,0,0.0,391.48,22.78,0,0.0,354.91,47.1,0,0.0,337.42,25.37,0,0.0,365.44
August,23,1:00,3.37,0,0.0,427.2,8.14,0,0.0,440.32,34.48,0,0.0,326.85,21.38,0,0.0,367.4
August,23,1:30,1.43,0,0.0,314.43,4.26,0,0.0,322.34,29.65,0,0.0,337.21,13.99,0,0.0,349.22
August,23,2:00,1.38,0,0.0,321.36,4.88,0,0.0,365.05,18.01,0,0.0,324.31,9.75,0,0.0,363.79
August,23,2:30,1.48,0,0.0,309.77,3.21,0,0.0,395.54,13.18,0,0.0,356.81,5.72,0,0.0,443.16
August,23,3:00,1.04,0,0.0,332.42,3.12,0,0.0,351.92,9.84,0,0.0,357.95,2.07,0,0.0,479.31
August,23,3:30,0.7,0,0.0,400.56,3.26,0,0.0,229.31,10.75,0,0.0,316.12,0.28,0,0.0,271.26
August,23,4:00,0.96,0,0.0,285.77,1.89,0,0.0,351.19,9.11,0,0.0,394.25,0.19,0,0.0,352.81
August,23,4:30,0.95,0,0.0,217.18,2.18,0,0.0,336.86,9.85,0,0.0,304.53,0.34,0,0.0,379.15
August,23,5:00,0.93,0,0.0,487.58,2.67,0,0.0,275.73,9.94,0,0.0,450.15,0.3,0,0.0,328.89
August,23,5:30,0.7,0,0.0,183.99,2.39,0,0.0,281.64,12.4,0,0.0,320.3,0.48,0,0.0,567.6
August,23,6:00,1.53,0,0.0,285.21,2.79,0,0.0,473.26,17.21,0,0.0,285.18,8.04,0,0.0,285.72
August,23,6:30,1.96,0,0.0,305.21,6.62,0,0.0,416.63,31.88,0,0.0,279.38,13.96,0,0.0,326.04
August,23,7:00,4.79,0,0.0642,286.77,10.0,0,0.0324,313.2,56.42,1,0.0192,273.99,25.94,0,0.0125,287.98
August,23,7:30,9.12,1,0.061,322.82,17.72,0,0.0198,328.79,91.13,2,0.0273,270.57,40.18,0,0.0119,330.96
August,23,8:00,26.14,0,0.0127,271.56,31.79,1,0.0317,315.81,164.02,2,0.0149,283.76,72.13,0,0.0069,327.81
August,23,8:30,44.63,0,0.0104,305.71,42.09,2,0.0506,339.83,235.78,5,0.0219,309.38,105.79,1,0.0077,315.71
August,23,9:00,63.84,1,0.0094,300.99,111.42,3,0.028,311.99,331.17,6,0.0172,304.63,157.53,2,0.0102,327.33
August,23,9:30,76.56,1,0.013,294.71,153.73,5,0.0305,334.03,399.63,16,0.0394,326.4,198.37,2,0.0108,317.27
August,23,10:00,94.44,1,0.0111,310.95,192.06,6,0.0333,333.42,497.52,8,0.0166,323.87,234.44,3,0.011,335.26
August,23,10:30,120.49,1,0.0112,315.39,222.36,13,0.058,352.89,557.6,11,0.0205,338.0,272.89,6,0.0219,336.74
August,23,11:00,137.97,2,0.0116,319.36,256.37,8,0.0326,351.12,606.56,13,0.0216,340.44,308.76,4,0.0121,348.08
August,23,11:30,135.99,2,0.0161,309.72,292.07,13,0.0453,358.45,618.6,21,0.0336,347.66,321.68,3,0.0106,349.41
August,23,12:00,150.71,4,0.0232,321.6,298.33,9,0.0317,352.02,627.96,16,0.0257,348.89,335.52,3,0.0078,358.29
August,23,12:30,163.72,5,0.028,327.54,316.85,14,0.0436,354.2,636.19,19,0.0293,347.22,348.54,5,0.0155,349.79
August,23,13:00,157.02,2,0.0113,326.64,335.62,20,0.0599,359.81,623.81,14,0.0229,351.03,344.0,5,0.0147,359.78
August,23,13:30,153.1,1,0.0092,332.89,349.41,23,0.0662,350.85,625.82,23,0.0369,349.47,349.49,5,0.0146,354.05
August,23,14:00,147.74,2,0.013,339.78,358.53,28,0.0771,359.89,624.5,20,0.0317,351.35,344.47,4,0.0107,351.46
August,23,14:30,151.37,3,0.0167,333.77,352.77,20,0.0573,366.19,619.1,14,0.0227,346.28,355.0,7,0.0204,364.49
August,23,15:00,148.49,2,0.0106,329.98,343.0,12,0.0358,356.23,584.56,7,0.0118,355.78,340.49,4,0.0107,344.37
August,23,15:30,149.43,2,0.0109,333.43,346.55,12,0.0335,349.66,568.62,7,0.012,351.93,320.3,3,0.0093,343.45
August,23,16:00,142.15,1,0.0103,354.06,342.6,9,0.0264,365.23,549.45,7,0.013,352.11,309.68,3,0.0085,363.2
August,23,16:30,129.94,1,0.0097,314.93,318.06,8,0.0248,372.27,509.6,6,0.012,351.08,288.5,2,0.0072,356.0
August,23,17:00,119.85,2,0.0192,335.67,310.32,7,0.0216,364.09,475.13,7,0.0139,352.92,267.89,2,0.0082,354.3
August,23,17:30,103.92,2,0.0188,338.54,291.59,8,0.0275,367.82,458.97,6,0.0126,349.15,256.12,2,0.0065,357.94
August,23,18:00,95.03,1,0.0135,349.99,265.47,11,0.0409,377.11,434.58,6,0.0148,347.15,240.49,2,0.0069,357.93
August,23,18:30,81.72,1,0.0153,354.58,244.12,9,0.0384,364.74,395.4,7,0.0178,356.44,207.83,1,0.0062,375.42
August,23,19:00,61.85,1,0.01,336.86,214.23,8,0.0383,364.05,357.22,8,0.0223,345.93,199.56,1,0.0073,366.72
August,23,19:30,47.94,1,0.0138,365.45,192.17,6,0.032,347.58,317.5,12,0.0385,343.59,178.11,1,0.0073,370.64
August,23,20:00,37.5,1,0.0201,315.41,165.89,14,0.0844,353.49,278.76,8,0.0289,351.79,146.0,1,0.0083,350.84
August,23,20:30,31.07,1,0.0434,289.94,141.03,5,0.0389,332.51,236.2,6,0.0234,344.63,135.57,1,0.0085,343.97
August,23,21:00,21.66,1,0.0265,307.05,114.95,6,0.0519,334.52,198.13,4,0.0206,346.33,115.64,2,0.013,348.38
August,23,21:30,16.76,1,0.0311,306.77,100.51,3,0.032,343.78,160.15,2,0.0143,347.34,94.48,1,0.0079,365.22
August,23,22:00,10.43,0,0.0,398.19,77.68,0,0.0,328.33,131.06,0,0.0,335.25,80.72,0,0.0,338.29
August,23,22:30,7.68,0,0.0,331.49,62.29,0,0.0,345.5,111.31,0,0.0,336.66,65.13,0,0.0,349.58
August,23,23:00,7.27,0,0.0,391.49,46.46,0,0.0,316.51,83.03,0,0.0,323.79,55.48,0,0.0,349.05
August,23,23:30,3.52,0,0.0,245.21,35.42,0,0.0,319.89,72.91,0,0.0,324.48,43.89,0,0.0,322.59
August,24,0:00,2.24,0,0.0,378.61,28.37,0,0.0,300.9,49.28,0,0.0,330.85,33.85,0,0.0,336.36
August,24,0:30,2.15,0,0.0,402.66,20.5,0,0.0,295.19,36.21,0,0.0,369.5,23.25,0,0.0,343.5
August,24,1:00,2.25,0,0.0,450.02,7.69,0,0.0,404.62,26.33,0,0.0,317.39,17.95,0,0.0,366.05
August,24,1:30,1.8,0,0.0,402.17,5.85,0,0.0,339.91,22.72,0,0.0,301.54,13.65,0,0.0,425.33
August,24,2:00,1.22,0,0.0,187.8,4.47,0,0.0,387.63,16.32,0,0.0,367.37,10.75,0,0.0,391.74
August,24,2:30,1.12,0,0.0,518.93,3.12,0,0.0,348.07,10.88,0,0.0,344.01,7.83,0,0.0,455.38
August,24,3:00,1.48,0,0.0,334.79,4.01,0,0.0,343.2,11.87,0,0.0,374.24,2.24,0,0.0,456.49
August,24,3:30,1.48,0,0.0,374.69,1.95,0,0.0,299.59,8.02,0,0.0,453.09,0.42,0,0.0,305.19
August,24,4:00,1.47,0,0.0,412.93,1.45,0,0.0,375.19,9.08,0,0.0,463.82,0.29,0,0.0,361.86
August,24,4:30,1.08,0,0.0,357.08,2.63,0,0.0,428.37,5.56,0,0.0,426.57,0.18,0,0.0,282.83
August,24,5:00,1.86,0,0.0,315.48,1.42,0,0.0,630.69,9.29,0,0.0,380.99,0.54,0,0.0,401.21
August,24,5:30,1.8,0,0.0,462.46,2.12,0,0.0,316.62,9.27,0,0.0,290.84,0.25,0,0.0,472.05
August,24,6:00,2.5,0,0.0,268.33,2.68,0,0.0,320.65,15.61,0,0.0,284.49,4.99,0,0.0,275.45
August,24,6:30,1.02,0,0.0,247.31,3.22,0,0.0,330.88,21.55,0,0.0,275.64,9.24,0,0.0,317.73
August,24,7:00,4.12,0,0.0092,299.96,6.27,0,0.0116,298.63,34.73,0,0.01,300.17,15.5,0,0.0069,343.73
August,24,7:30,5.25,0,0.0386,367.08,9.28,0,0.0394,321.68,55.94,1,0.0146,280.54,28.22,0,0.0122,331.61
August,24,8:00,9.49,0,0.018,258.07,18.23,0,0.0169,293.47,90.82,1,0.0085,300.21,43.09,1,0.0118,345.1
August,24,8:30,10.95,0,0.0128,294.98,24.99,0,0.0198,324.03,131.02,1,0.0112,312.64,59.06,0,0.0076,359.03
August,24,9:00,15.97,0,0.0092,281.51,60.93,1,0.0165,315.88,171.05,2,0.009,324.54,87.1,1,0.014,346.92
August,24,9:30,19.71,0,0.0115,309.05,75.17,1,0.0116,335.11,208.67,2,0.0092,319.98,101.82,1,0.0095,324.83
August,24,10:00,20.85,0,0.0092,292.81,93.96,2,0.0161,323.47,263.08,3,0.0101,320.6,119.33,2,0.0152,347.57
August,24,10:30,30.59,0,0.0092,282.49,107.35,2,0.0232,340.44,304.36,3,0.011,332.12,146.5,4,0.0298,362.44
August,24,11:00,27.09,0,0.0119,304.93,114.77,2,0.0199,336.4,323.24,3,0.01,348.67,156.05,2,0.0137,348.63
August,24,11:30,27.93,0,0.0092,306.43,135.1,3,0.023,329.24,364.83,5,0.0139,349.49,169.89,2,0.0119,355.42
August,24,12:00,42.76,1,0.0131,299.01,152.38,3,0.02,331.02,393.97,4,0.009,342.0,185.47,2,0.0114,347.45
August,24,12:30,52.47,1,0.0174,309.16,174.36,5,0.03,334.98,395.0,5,0.0122,340.31,187.37,2,0.0098,347.44
August,24,13:00,64.27,2,0.0256,315.14,194.68,4,0.0198,320.94,410.96,7,0.0162,362.4,185.26,2,0.0132,355.69
August,24,13:30,65.04,1,0.0135,295.91,198.99,5,0.023,326.19,409.61,10,0.0232,357.58,202.25,3,0.0131,359.49
August,24,14:00,68.41,1,0.0133,308.67,220.12,4,0.02,336.05,414.87,6,0.0136,356.45,196.32,2,0.0103,358.14
August,24,14:30,71.56,1,0.02,301.21,210.55,4,0.0184,337.98,408.59,4,0.01,353.23,203.57,3,0.0131,348.45
August,24,15:00,67.3,1,0.0153,314.89,226.71,3,0.0134,334.57,418.79,4,0.0087,360.23,193.18,2,0.0092,361.57
August,24,15:30,71.48,2,0.0278,296.13,239.1,4,0.0167,331.39,400.14,4,0.009,359.63,207.71,3,0.0157,352.65
August,24,16:00,71.1,1,0.0092,301.84,230.15,4,0.0168,331.7,392.33,4,0.0105,356.88,185.74,2,0.0098,368.48
August,24,16:30,66.31,1,0.0101,287.17,216.87,4,0.0168,325.49,387.8,5,0.0133,363.2,190.79,3,0.014,360.72
August,24,17:00,56.39,1,0.0153,308.56,212.07,4,0.0189,335.78,359.68,4,0.0098,361.17,179.36,2,0.0092,366.38
August,24,17:30,54.74,1,0.0132,290.08,196.57,4,0.0191,336.1,342.97,3,0.0085,349.77,172.99,2,0.0091,362.87
August,24,18:00,39.2,0,0.0117,316.27,185.04,3,0.018,333.53,298.76,3,0.0088,363.63,160.53,2,0.0098,355.79
August,24,18:30,32.87,0,0.0149,292.37,166.98,4,0.024,333.43,277.83,3,0.01,358.34,151.01,1,0.0094,358.09
August,24,19:00,28.14,0,0.0113,298.76,147.86,3,0.0227,314.16,259.89,2,0.009,360.44,137.68,1,0.008,353.17
August,24,19:30,26.1,0,0.0146,276.32,137.95,2,0.0175,339.76,228.47,2,0.0104,359.97,137.77,1,0.0095,375.97
August,24,20:00,22.65,1,0.026,298.3,115.45,2,0.0146,332.14,209.96,2,0.0101,354.98,121.22,2,0.0133,372.74
August,24,20:30,19.61,1,0.0257,306.36,104.33,2,0.015,325.93,189.37,2,0.0084,347.66,108.34,1,0.0092,357.97
August,24,21:00,16.21,1,0.0358,294.8,92.12,1,0.015,325.7,166.46,1,0.0079,344.25,86.12,1,0.0143,360.45
August,24,21:30,13.6,0,0.0145,326.45,82.6,2,0.0201,334.56,144.19,1,0.0086,339.18,78.07,1,0.0073,366.84
August,24,22:00,13.01,0,0.0,286.72,65.83,0,0.0,337.49,119.75,0,0.0,350.97,69.38,0,0.0,369.43
August,24,22:30,11.25,0,0.0,288.77,50.91,0,0.0,319.27,106.91,0,0.0,344.42,58.86,0,0.0,365.66
August,24,23:00,6.78,0,0.0,349.11,41.97,0,0.0,273.98,83.52,0,0.0,341.65,46.95,0,0.0,367.36
August,24,23:30,5.86,0,0.0,297.98,35.22,0,0.0,294.06,68.88,0,0.0,334.37,43.76,0,0.0,384.03
August,25,0:00,3.53,0,0.0,440.99,18.43,0,0.0,331.26,48.95,0,0.0,328.22,29.18,0,0.0,315.6
August,25,0:30,2.5,0,0.0,288.01,15.88,0,0.0,308.3,38.77,0,0.0,316.96,21.46,0,0.0,335.67
August,25,1:00,2.4,0,0.0,319.95,7.81,0,0.0,379.68,29.47,0,0.0,320.32,14.72,0,0.0,346.62
August,25,1:30,0.92,0,0.0,308.39,5.06,0,0.0,432.96,20.56,0,0.0,338.11,12.86,0,0.0,359.49
August,25,2:00,1.7,0,0.0,383.2,5.01,0,0.0,277.51,13.72,0,0.0,298.57,7.61,0,0.0,318.01
August,25,2:30,1.57,0,0.0,516.45,4.54,0,0.0,335.44,12.91,0,0.0,355.97,7.77,0,0.0,341.71
August,25,3:00,0.38,0,0.0,392.07,2.48,0,0.0,310.61,10.73,0,0.0,327.9,5.04,0,0.0,401.86
August,25,3:30,1.25,0,0.0,244.38,0.66,0,0.0,303.2,8.28,0,0.0,305.97,4.35,0,0.0,274.39
August,25,4:00,0.92,0,0.0,284.5,2.1,0,0.0,306.8,9.44,0,0.0,328.42,3.79,0,0.0,299.17
August,25,4:30,1.45,0,0.0,172.51,1.97,0,0.0,263.09,8.08,0,0.0,315.1,5.01,0,0.0,213.05
August,25,5:00,1.16,0,0.0,273.16,1.56,0,0.0,331.37,9.8,0,0.0,323.93,4.48,0,0.0,348.42
August,25,5:30,1.02,0,0.0,293.64,3.49,0,0.0,373.23,12.94,0,0.0,282.22,4.3,0,0.0,321.04
August,25,6:00,1.33,0,0.0,236.89,2.95,0,0.0,240.91,22.04,0,0.0,266.01,11.65,0,0.0,242.39
August,25,6:30,2.76,0,0.0,191.75,5.66,0,0.0,336.13,39.38,0,0.0,298.45,18.01,0,0.0,255.68
August,25,7:00,6.15,0,0.0385,203.15,22.76,1,0.0396,271.15,71.95,0,0.0057,255.26,32.07,1,0.0195,279.52
August,25,7:30,10.21,0,0.0405,306.0,36.73,3,0.0822,273.22,117.88,1,0.0087,262.83,52.1,1,0.0248,278.67
August,25,8:00,36.19,1,0.025,262.12,78.81,2,0.0314,268.95,241.74,2,0.0074,294.43,110.97,2,0.0198,277.98
August,25,8:30,71.57,3,0.0373,284.62,125.23,7,0.0588,289.31,382.28,3,0.0068,306.27,164.72,5,0.0304,294.87
August,25,9:00,116.44,3,0.027,281.63,196.47,5,0.0259,290.4,541.71,4,0.0074,317.81,269.69,6,0.0226,300.56
August,25,9:30,151.86,4,0.0255,291.54,249.04,8,0.0324,309.77,694.71,10,0.0138,335.56,332.54,13,0.0401,315.09
August,25,10:00,180.6,4,0.0204,300.57,326.58,11,0.0335,316.09,833.28,12,0.0142,336.69,401.24,14,0.0346,323.97
August,25,10:30,207.24,5,0.025,282.88,363.03,27,0.0756,325.81,929.46,16,0.0172,346.73,450.17,21,0.0476,327.3
August,25,11:00,213.43,4,0.0196,292.27,408.89,16,0.0403,332.22,1007.04,11,0.0113,355.71,479.69,17,0.0365,332.47
August,25,11:30,228.59,4,0.0189,303.93,418.72,23,0.0538,332.56,1025.85,14,0.0137,360.01,500.47,17,0.0341,333.19
August,25,12:00,223.53,6,0.0258,295.19,462.93,17,0.0369,328.99,1063.56,15,0.0142,359.09,541.26,20,0.0362,336.41
August,25,12:30,230.8,5,0.0228,288.3,475.67,28,0.0586,337.41,1061.7,18,0.0167,360.16,538.36,24,0.0443,336.13
August,25,13:00,223.66,6,0.0265,287.46,493.8,18,0.0359,335.24,1045.22,11,0.0105,363.82,539.86,17,0.0312,336.84
August,25,13:30,226.9,6,0.0255,298.46,499.26,30,0.0594,333.34,1039.53,17,0.0163,368.95,539.13,20,0.0368,334.74
August,25,14:00,227.75,6,0.0262,297.61,517.08,34,0.0655,329.12,1067.48,17,0.0163,371.54,561.49,22,0.04,329.33
August,25,14:30,238.93,10,0.0434,300.87,517.9,46,0.0879,328.05,1073.34,31,0.0289,368.4,573.7,38,0.0665,339.42
August,25,15:00,233.4,7,0.0301,294.42,520.79,31,0.0601,334.27,1080.01,18,0.0164,367.64,566.83,23,0.0405,338.57
August,25,15:30,243.87,6,0.0263,300.44,520.71,16,0.0308,333.51,1061.88,10,0.0092,371.82,557.82,19,0.0339,342.22
August,25,16:00,231.04,5,0.02,314.05,527.88,16,0.0299,336.08,1071.87,8,0.0075,368.92,572.28,13,0.0226,347.22
August,25,16:30,229.12,4,0.0196,300.46,517.13,18,0.0356,342.45,1033.78,8,0.0077,370.32,554.96,15,0.0274,350.81
August,25,17:00,202.5,5,0.0257,304.38,491.37,16,0.0322,334.01,980.56,9,0.0088,364.58,528.76,12,0.0221,352.9
August,25,17:30,188.92,4,0.0221,295.13,469.05,13,0.0285,342.23,897.18,8,0.0092,369.62,491.56,15,0.0304,345.18
August,25,18:00,150.33,3,0.0231,289.5,413.78,14,0.0338,336.65,839.64,11,0.0131,366.92,452.68,9,0.0208,347.92
August,25,18:30,137.28,4,0.0264,308.51,390.29,16,0.0417,335.18,739.6,7,0.0091,367.82,394.52,8,0.0202,350.44
August,25,19:00,90.68,2,0.0187,304.62,344.65,14,0.0418,343.93,646.01,7,0.0106,377.17,360.99,9,0.0247,332.32
August,25,19:30,73.19,2,0.0308,297.86,328.9,13,0.0393,323.43,588.07,8,0.0132,370.29,336.04,15,0.0435,348.13
August,25,20:00,52.56,2,0.0325,293.23,283.08,16,0.058,323.02,508.92,7,0.0134,372.19,282.54,12,0.0408,334.5
August,25,20:30,41.12,2,0.0519,303.11,229.79,9,0.0404,314.63,423.05,3,0.0079,360.47,241.04,7,0.0295,335.57
August,25,21:00,31.49,2,0.054,308.57,181.37,8,0.0414,325.78,350.09,3,0.0074,363.48,200.81,9,0.043,338.47
August,25,21:30,23.35,2,0.0645,305.39,153.11,5,0.031,333.77,304.53,2,0.0068,355.77,164.75,4,0.025,348.25
August,25,22:00,19.03,0,0.0,301.99,114.54,0,0.0,312.07,228.49,0,0.0,347.33,130.22,0,0.0,338.99
August,25,22:30,12.81,0,0.0,305.61,92.03,0,0.0,296.82,178.98,0,0.0,342.04,111.11,0,0.0,338.59
August,25,23:00,12.02,0,0.0,272.23,66.56,0,0.0,290.74,140.75,0,0.0,331.88,87.94,0,0.0,346.66
August,25,23:30,7.92,0,0.0,319.46,50.08,0,0.0,280.82,105.09,0,0.0,345.37,63.45,0,0.0,332.43
August,26,0:00,4.29,0,0.0,345.0,29.49,0,0.0,297.13,68.32,0,0.0,312.27,39.85,0,0.0,303.2
August,26,0:30,3.51,0,0.0,276.06,21.11,0,0.0,303.47,48.57,0,0.0,321.41,28.46,0,0.0,320.57
August,26,1:00,2.22,0,0.0,336.61,9.88,0,0.0,315.38,34.15,0,0.0,324.08,22.76,0,0.0,358.67
August,26,1:30,1.84,0,0.0,258.24,5.66,0,0.0,298.43,25.01,0,0.0,282.74,15.28,0,0.0,333.09
August,26,2:00,1.37,0,0.0,445.31,2.86,0,0.0,331.1,17.82,0,0.0,279.18,10.49,0,0.0,311.42
August,26,2:30,1.13,0,0.0,220.72,2.98,0,0.0,344.8,16.98,0,0.0,244.96,8.15,0,0.0,288.33
August,26,3:00,1.27,0,0.0,342.04,2.38,0,0.0,354.95,11.4,0,0.0,261.39,1.99,0,0.0,356.59
August,26,3:30,1.14,0,0.0,206.64,2.04,0,0.0,211.43,10.99,0,0.0,285.83,0.2,0,0.0,254.72
August,26,4:00,0.83,0,0.0,273.24,1.45,0,0.0,243.5,8.37,0,0.0,308.15,0.19,0,0.0,469.39
August,26,4:30,1.47,0,0.0,242.76,2.14,0,0.0,218.47,9.31,0,0.0,265.81,0.1,0,0.0,305.75
August,26,5:00,1.44,0,0.0,253.73,1.24,0,0.0,331.14,10.18,0,0.0,286.32,0.19,0,0.0,207.3
August,26,5:30,2.12,0,0.0,225.17,2.4,0,0.0,311.67,13.9,0,0.0,305.36,0.4,0,0.0,309.51
August,26,6:00,1.83,0,0.0,282.27,3.7,0,0.0,272.71,25.26,0,0.0,232.83,11.19,0,0.0,222.83
August,26,6:30,3.42,0,0.0,229.55,7.37,0,0.0,300.4,42.62,0,0.0,229.1,17.98,0,0.0,232.63
August,26,7:00,7.25,0,0.0514,266.79,21.7,0,0.0177,257.87,77.61,0,0.003,249.66,33.95,0,0.0056,269.02
August,26,7:30,12.04,1,0.0672,304.08,33.0,1,0.021,285.29,123.74,1,0.0041,251.86,59.43,0,0.0045,268.56
August,26,8:00,39.48,1,0.0348,266.19,73.51,1,0.0143,266.23,238.99,1,0.0028,277.82,110.38,1,0.0056,266.93
August,26,8:30,69.46,4,0.0531,287.75,116.5,2,0.0152,297.92,345.06,1,0.0023,289.63,158.46,1,0.0046,278.38
August,26,9:00,102.43,4,0.0425,315.81,170.34,2,0.0096,294.73,509.8,1,0.0026,297.97,236.79,1,0.0042,282.31
August,26,9:30,134.89,5,0.0374,313.83,220.33,3,0.0135,314.54,637.75,2,0.0035,306.86,293.95,2,0.0059,287.13
August,26,10:00,155.64,5,0.0322,310.45,265.55,3,0.0114,308.09,740.92,2,0.0031,309.46,355.51,2,0.0064,294.93
August,26,10:30,173.32,5,0.0265,310.61,293.17,6,0.0212,322.02,829.08,4,0.0053,318.71,387.11,4,0.0098,296.77
August,26,11:00,182.93,6,0.0307,313.16,328.73,4,0.0115,326.59,891.36,3,0.0035,321.9,415.9,4,0.0086,313.58
August,26,11:30,197.28,6,0.0316,316.85,352.53,5,0.014,327.3,926.58,3,0.0033,325.28,452.81,4,0.0081,306.81
August,26,12:00,198.07,6,0.0292,318.06,371.8,4,0.0106,336.26,926.72,4,0.0042,325.07,464.21,3,0.0058,306.33
August,26,12:30,198.53,7,0.035,308.49,384.19,7,0.0171,337.16,929.86,6,0.0069,328.89,470.06,5,0.0098,312.86
August,26,13:00,198.65,5,0.0256,310.55,403.48,5,0.0131,336.86,930.02,3,0.0032,328.6,471.71,4,0.0077,305.77
August,26,13:30,195.15,5,0.0238,324.28,407.78,7,0.0178,334.73,925.55,5,0.0054,331.16,455.35,6,0.0141,313.92
August,26,14:00,206.54,5,0.0247,312.53,436.18,6,0.0136,328.62,952.43,3,0.0033,331.6,492.4,5,0.0101,311.95
August,26,14:30,207.63,5,0.0258,314.48,442.71,6,0.0124,338.36,956.88,4,0.0039,335.54,477.19,4,0.0076,312.33
August,26,15:00,201.55,5,0.0262,316.31,442.36,5,0.0109,329.08,943.83,3,0.003,335.1,479.6,3,0.0067,312.27
August,26,15:30,201.35,6,0.0307,317.97,428.66,5,0.0114,334.83,933.34,2,0.0026,336.08,482.79,4,0.0091,308.81
August,26,16:00,214.8,7,0.0347,326.75,426.44,4,0.0103,341.96,910.6,2,0.0026,336.3,498.58,3,0.0056,313.64
August,26,16:30,196.62,5,0.0232,328.8,408.41,4,0.0103,339.98,904.95,3,0.0028,334.0,480.39,3,0.0063,316.09
August,26,17:00,176.19,4,0.0242,317.74,384.6,5,0.0128,343.58,852.82,3,0.0035,337.63,432.48,2,0.0054,317.76
August,26,17:30,146.09,3,0.0236,312.96,377.3,5,0.0134,344.77,799.88,3,0.0033,333.31,416.43,3,0.0074,313.0
August,26,18:00,136.41,4,0.0276,321.09,354.22,5,0.0139,337.94,747.85,3,0.0038,332.67,387.36,2,0.006,316.69
August,26,18:30,119.65,4,0.0316,316.88,321.59,3,0.0106,333.61,640.12,3,0.0043,331.06,337.05,2,0.0052,318.09
August,26,19:00,77.17,3,0.0353,336.39,285.54,4,0.0127,332.54,583.48,2,0.004,333.2,307.53,2,0.0059,309.05
August,26,19:30,55.05,2,0.0302,311.64,257.05,3,0.0105,334.04,511.34,2,0.0037,326.83,281.19,3,0.0093,323.01
August,26,20:00,42.92,3,0.0663,327.5,214.09,4,0.0186,326.63,421.09,2,0.0047,331.91,237.98,2,0.0098,316.25
August,26,20:30,42.37,4,0.0853,319.96,189.26,3,0.017,318.86,379.0,1,0.0032,330.86,210.07,1,0.0066,304.19
August,26,21:00,29.4,2,0.0691,316.33,153.03,3,0.0166,320.18,319.31,1,0.0025,324.95,164.79,1,0.0077,309.95
August,26,21:30,20.93,1,0.0318,307.93,126.29,2,0.0126,320.48,257.59,1,0.0021,325.5,147.79,1,0.0073,317.47
August,26,22:00,16.79,0,0.0,283.72,99.88,0,0.0,325.79,212.61,0,0.0,321.34,113.84,0,0.0,326.68
August,26,22:30,10.5,0,0.0,286.03,78.91,0,0.0,305.45,164.54,0,0.0,319.36,95.47,0,0.0,310.73
August,26,23:00,8.75,0,0.0,325.82,58.25,0,0.0,304.62,123.37,0,0.0,313.17,70.56,0,0.0,324.4
